mean_predicted_probability,observed_frequency
0.45871976308707907,0.4945812807881773
0.5169136246226071,0.5172413793103449
0.5441334294205039,0.5064039408866995
0.5675692539833698,0.5467980295566502
0.5863709338412495,0.5517241379310345
0.6046737789967336,0.5615763546798029
0.6245208442950531,0.6078817733990147
0.6476794319816995,0.6699507389162561
0.684153540355274,0.5960591133004927
0.7691069868879028,0.6817733990147783
