mean_predicted_probability,observed_frequency
0.4592399495550463,0.516256157635468
0.5153895848921414,0.4729064039408867
0.5433164686042065,0.5251231527093596
0.5647325684368146,0.5674876847290641
0.5841852431548887,0.5261083743842364
0.6032136636724356,0.5862068965517241
0.6244167752109343,0.6078817733990147
0.6494975218248022,0.6541871921182266
0.6871214915526299,0.5862068965517241
0.76035474817999,0.6916256157635468
